size_kb,k_datos,m_paridad,object_id,tiempo_encoding_s,tiempo_decoding_s,tiempo_io_write_orig_s,tiempo_io_read_orig_s,tiempo_io_write_frag_s,tiempo_io_read_frag_s
1,8,4,13,0.000028,0.000003,0.000020,0.000011,0.000166,0.000095
1,8,4,14,0.000029,0.000003,0.000020,0.000011,0.000165,0.000097
1,8,4,15,0.000028,0.000003,0.000020,0.000011,0.000166,0.000099
1,8,4,16,0.000031,0.000003,0.000020,0.000011,0.000168,0.000102
1,8,4,17,0.000032,0.000003,0.000020,0.000012,0.000167,0.000104
1,8,4,18,0.000029,0.000003,0.000020,0.000011,0.000167,0.000109
1,8,4,19,0.000029,0.000003,0.000020,0.000017,0.000167,0.000111
1,8,4,20,0.000029,0.000003,0.000020,0.000010,0.000177,0.000109
1,8,4,21,0.000029,0.000003,0.000022,0.000010,0.000175,0.000108
1,8,4,22,0.000029,0.000003,0.000020,0.000010,0.000165,0.000116
1,8,4,23,0.000028,0.000003,0.000020,0.000010,0.000164,0.000105
1,8,4,24,0.000029,0.000003,0.000020,0.000010,0.000167,0.000093
1,8,4,25,0.000029,0.000003,0.000020,0.000010,0.000169,0.000093
1,8,4,26,0.000029,0.000003,0.000020,0.000010,0.000166,0.000093
1,8,4,27,0.000030,0.000003,0.000021,0.000012,0.000165,0.000095
1,8,4,28,0.000030,0.000003,0.000020,0.000011,0.000166,0.000100
1,8,4,29,0.000029,0.000003,0.000020,0.000012,0.000169,0.000102
1,8,4,30,0.000028,0.000003,0.000021,0.000014,0.000166,0.000103
1,8,4,31,0.000028,0.000003,0.000020,0.000011,0.000166,0.000105
10,4,2,1,0.000034,0.000006,0.000025,0.000013,0.000094,0.000058
10,4,2,2,0.000032,0.000003,0.000023,0.000011,0.000088,0.000049
10,4,2,3,0.000030,0.000007,0.000024,0.000011,0.000089,0.000050
10,4,2,4,0.000029,0.000003,0.000023,0.000011,0.000100,0.000059
10,4,2,5,0.000029,0.000005,0.000023,0.000011,0.000088,0.000049
10,4,2,6,0.000037,0.000003,0.000023,0.000011,0.000089,0.000058
10,4,2,7,0.000029,0.000002,0.000024,0.000011,0.000087,0.000052
10,4,2,8,0.000029,0.000003,0.000023,0.000012,0.000088,0.000055
10,4,2,9,0.000029,0.000003,0.000023,0.000011,0.000088,0.000049
10,4,2,10,0.000029,0.000003,0.000023,0.000012,0.000089,0.000055
10,4,2,11,0.000029,0.000003,0.000022,0.000011,0.000087,0.000049
10,4,2,12,0.000029,0.000003,0.000023,0.000011,0.000089,0.000049
10,4,2,13,0.000029,0.000002,0.000023,0.000011,0.000087,0.000051
10,4,2,14,0.000029,0.000003,0.000023,0.000011,0.000087,0.000048
10,4,2,15,0.000029,0.000003,0.000024,0.000011,0.000100,0.000057
10,4,2,16,0.000029,0.000003,0.000023,0.000010,0.000088,0.000051
10,4,2,17,0.000041,0.000003,0.000022,0.000011,0.000090,0.000057
10,4,2,18,0.000029,0.000003,0.000022,0.000013,0.000088,0.000049
10,4,2,19,0.000029,0.000003,0.000023,0.000012,0.000088,0.000057
10,4,2,20,0.000029,0.000002,0.000022,0.000011,0.000087,0.000049
10,4,2,21,0.000029,0.000003,0.000023,0.000012,0.000090,0.000052
10,4,2,22,0.000029,0.000003,0.000022,0.000011,0.000087,0.000051
10,4,2,23,0.000029,0.000003,0.000023,0.000011,0.000088,0.000049
10,4,2,24,0.000028,0.000003,0.000022,0.000011,0.000090,0.000049
10,4,2,25,0.000029,0.000003,0.000023,0.000011,0.000087,0.000049
10,4,2,26,0.000029,0.000003,0.000022,0.000011,0.000088,0.000063
10,4,2,27,0.000030,0.000005,0.000023,0.000011,0.000091,0.000049
10,4,2,28,0.000030,0.000003,0.000023,0.000011,0.000097,0.000057
10,4,2,29,0.000030,0.000003,0.000022,0.000011,0.000087,0.000049
10,4,2,30,0.000029,0.000003,0.000023,0.000012,0.000091,0.000057
10,4,2,31,0.000029,0.000002,0.000023,0.000011,0.000087,0.000049
10,8,4,1,0.000050,0.000006,0.000024,0.000011,0.000172,0.000107
10,8,4,2,0.000051,0.000003,0.000024,0.000011,0.000170,0.000107
10,8,4,3,0.000049,0.000003,0.000023,0.000011,0.000173,0.000096
10,8,4,4,0.000050,0.000003,0.000025,0.000011,0.000170,0.000096
10,8,4,5,0.000049,0.000003,0.000024,0.000011,0.000171,0.000098
10,8,4,6,0.000048,0.000003,0.000024,0.000011,0.000171,0.000098
10,8,4,7,0.000048,0.000003,0.000023,0.000011,0.000172,0.000096
10,8,4,8,0.000048,0.000003,0.000023,0.000011,0.000172,0.000096
10,8,4,9,0.000048,0.000003,0.000024,0.000011,0.000174,0.000096
10,8,4,10,0.000049,0.000003,0.000024,0.000011,0.000171,0.000098
10,8,4,11,0.000051,0.000003,0.000024,0.000011,0.000171,0.000099
10,8,4,12,0.000048,0.000003,0.000023,0.000011,0.000170,0.000096
10,8,4,13,0.000049,0.000003,0.000024,0.000013,0.000170,0.000096
10,8,4,14,0.000048,0.000003,0.000023,0.000011,0.000170,0.000095
10,8,4,15,0.000049,0.000003,0.000025,0.000013,0.000175,0.000121
10,8,4,16,0.000048,0.000003,0.000024,0.000011,0.000172,0.000117
10,8,4,17,0.000048,0.000003,0.000023,0.000011,0.000174,0.000116
10,8,4,18,0.000049,0.000003,0.000024,0.000011,0.000170,0.000114
10,8,4,19,0.000048,0.000003,0.000024,0.000011,0.000169,0.000114
10,8,4,20,0.000051,0.000003,0.000023,0.000011,0.000172,0.000112
10,8,4,21,0.000048,0.000003,0.000023,0.000011,0.000172,0.000108
10,8,4,22,0.000049,0.000011,0.000023,0.000011,0.000173,0.000097
10,8,4,23,0.000049,0.000003,0.000024,0.000011,0.000172,0.000095
10,8,4,24,0.000048,0.000003,0.000024,0.000011,0.000169,0.000098
10,8,4,25,0.000048,0.000003,0.000024,0.000011,0.000170,0.000095
10,8,4,26,0.000049,0.000003,0.000023,0.000011,0.000173,0.000098
10,8,4,27,0.000049,0.000003,0.000023,0.000011,0.000171,0.000099
10,8,4,28,0.000048,0.000003,0.000024,0.000011,0.000173,0.000101
10,8,4,29,0.000049,0.000003,0.000023,0.000011,0.000174,0.000096
10,8,4,30,0.000049,0.000003,0.000023,0.000011,0.000170,0.000099
10,8,4,31,0.000048,0.000003,0.000023,0.000011,0.000177,0.000096
10,10,4,1,0.000055,0.000003,0.000025,0.000011,0.000208,0.000128
10,10,4,2,0.000054,0.000003,0.000024,0.000012,0.000196,0.000131
10,10,4,3,0.000054,0.000003,0.000024,0.000012,0.000199,0.000124
10,10,4,4,0.000053,0.000003,0.000023,0.000012,0.000195,0.000119
10,10,4,5,0.000055,0.000003,0.000024,0.000012,0.000198,0.000113
10,10,4,6,0.000053,0.000003,0.000023,0.000011,0.000199,0.000110
10,10,4,7,0.000052,0.000003,0.000024,0.000011,0.000195,0.000124
10,10,4,8,0.000051,0.000003,0.000023,0.000011,0.000207,0.000129
10,10,4,9,0.000055,0.000003,0.000023,0.000011,0.000216,0.000131
10,10,4,10,0.000052,0.000003,0.000031,0.000013,0.000198,0.000128
10,10,4,11,0.000052,0.000003,0.000023,0.000014,0.000196,0.000125
10,10,4,12,0.000052,0.000003,0.000024,0.000013,0.000196,0.000121
10,10,4,13,0.000052,0.000003,0.000034,0.000013,0.000196,0.000113
10,10,4,14,0.000052,0.000003,0.000024,0.000011,0.000196,0.000113
10,10,4,15,0.000054,0.000010,0.000023,0.000011,0.000200,0.000111
10,10,4,16,0.000052,0.000003,0.000026,0.000011,0.000196,0.000134
10,10,4,17,0.000051,0.000003,0.000023,0.000011,0.000203,0.000130
10,10,4,18,0.000059,0.000003,0.000023,0.000011,0.000200,0.000128
10,10,4,19,0.000052,0.000003,0.000023,0.000012,0.000196,0.000131
10,10,4,20,0.000051,0.000003,0.000023,0.000012,0.000199,0.000121
10,10,4,21,0.000052,0.000003,0.000024,0.000012,0.000198,0.000116
10,10,4,22,0.000051,0.000003,0.000023,0.000012,0.000196,0.000114
10,10,4,23,0.000052,0.000003,0.000023,0.000011,0.000200,0.000111
10,10,4,24,0.000054,0.000003,0.000023,0.000011,0.000197,0.000138
10,10,4,25,0.000052,0.000003,0.000024,0.000011,0.000208,0.000127
10,10,4,26,0.000058,0.000003,0.000023,0.000014,0.000197,0.000128
10,10,4,27,0.000052,0.000003,0.000024,0.000012,0.000197,0.000131
10,10,4,28,0.000052,0.000003,0.000024,0.000012,0.000199,0.000123
10,10,4,29,0.000052,0.000003,0.000023,0.000012,0.000196,0.000119
10,10,4,30,0.000052,0.000003,0.000024,0.000012,0.000198,0.000111
10,10,4,31,0.000052,0.000003,0.000027,0.000011,0.000196,0.000110
50,4,2,1,0.000936,0.000019,0.000039,0.000030,0.000127,0.000095
50,4,2,2,0.000073,0.000004,0.000037,0.000014,0.000117,0.000054
50,4,2,3,0.000072,0.000004,0.000036,0.000013,0.000115,0.000054
50,4,2,4,0.000072,0.000014,0.000035,0.000015,0.000115,0.000060
50,4,2,5,0.000072,0.000004,0.000036,0.000015,0.000114,0.000062
50,4,2,6,0.000101,0.000013,0.000035,0.000013,0.000117,0.000061
50,4,2,7,0.000071,0.000004,0.000034,0.000013,0.000115,0.000081
50,4,2,8,0.000071,0.000004,0.000034,0.000013,0.000115,0.000054
50,4,2,9,0.000072,0.000004,0.000034,0.000015,0.000117,0.000056
50,4,2,10,0.000072,0.000004,0.000036,0.000015,0.000114,0.000061
50,4,2,11,0.000071,0.000004,0.000034,0.000036,0.000116,0.000061
50,4,2,12,0.000071,0.000004,0.000034,0.000014,0.000137,0.000061
50,4,2,13,0.000071,0.000004,0.000034,0.000013,0.000114,0.000054
50,4,2,14,0.000071,0.000004,0.000034,0.000013,0.000114,0.000054
50,4,2,15,0.000072,0.000004,0.000036,0.000015,0.000114,0.000061
50,4,2,16,0.000071,0.000004,0.000035,0.000015,0.000116,0.000061
50,4,2,17,0.000077,0.000004,0.000034,0.000014,0.000116,0.000062
50,4,2,18,0.000071,0.000004,0.000034,0.000014,0.000113,0.000068
50,4,2,19,0.000070,0.000004,0.000035,0.000014,0.000115,0.000054
50,4,2,20,0.000073,0.000004,0.000034,0.000015,0.000117,0.000054
50,4,2,21,0.000071,0.000004,0.000036,0.000015,0.000115,0.000061
50,4,2,22,0.000070,0.000004,0.000034,0.000034,0.000115,0.000061
50,4,2,23,0.000071,0.000004,0.000035,0.000013,0.000121,0.000062
50,4,2,24,0.000071,0.000004,0.000034,0.000013,0.000115,0.000054
50,4,2,25,0.000071,0.000004,0.000034,0.000014,0.000114,0.000054
50,4,2,26,0.000071,0.000004,0.000036,0.000015,0.000114,0.000062
50,4,2,27,0.000072,0.000004,0.000040,0.000016,0.000115,0.000062
50,4,2,28,0.000070,0.000004,0.000034,0.000014,0.000123,0.000062
50,4,2,29,0.000071,0.000004,0.000034,0.000013,0.000115,0.000054
50,4,2,30,0.000071,0.000004,0.000034,0.000014,0.000116,0.000054
50,4,2,31,0.000071,0.000004,0.000035,0.000015,0.000114,0.000062
50,8,4,1,0.000132,0.000006,0.000036,0.000015,0.000191,0.000101
50,8,4,2,0.000133,0.000004,0.000036,0.000014,0.000201,0.000115
50,8,4,3,0.000132,0.000004,0.000036,0.000015,0.000192,0.000115
50,8,4,4,0.000131,0.000004,0.000035,0.000015,0.000192,0.000110
50,8,4,5,0.000135,0.000004,0.000035,0.000014,0.000205,0.000117
50,8,4,6,0.000139,0.000004,0.000035,0.000014,0.000194,0.000115
50,8,4,7,0.000131,0.000007,0.000036,0.000016,0.000193,0.000113
50,8,4,8,0.000131,0.000004,0.000036,0.000015,0.000190,0.000100
50,8,4,9,0.000130,0.000004,0.000035,0.000014,0.000202,0.000117
50,8,4,10,0.000130,0.000004,0.000036,0.000015,0.000194,0.000115
50,8,4,11,0.000131,0.000004,0.000036,0.000015,0.000193,0.000108
50,8,4,12,0.000130,0.000004,0.000036,0.000014,0.000190,0.000117
50,8,4,13,0.000136,0.000004,0.000035,0.000014,0.000190,0.000117
50,8,4,14,0.000134,0.000004,0.000036,0.000015,0.000191,0.000118
50,8,4,15,0.000131,0.000004,0.000035,0.000015,0.000193,0.000105
50,8,4,16,0.000131,0.000004,0.000035,0.000014,0.000200,0.000115
50,8,4,17,0.000131,0.000004,0.000041,0.000016,0.000193,0.000115
50,8,4,18,0.000130,0.000004,0.000035,0.000015,0.000191,0.000115
50,8,4,19,0.000130,0.000004,0.000036,0.000015,0.000190,0.000110
50,8,4,20,0.000130,0.000004,0.000035,0.000014,0.000202,0.000115
50,8,4,21,0.000130,0.000004,0.000038,0.000015,0.000191,0.000115
50,8,4,22,0.000130,0.000004,0.000035,0.000015,0.000190,0.000110
50,8,4,23,0.000134,0.000004,0.000035,0.000014,0.000208,0.000115
50,8,4,24,0.000130,0.000004,0.000035,0.000022,0.000192,0.000115
50,8,4,25,0.000130,0.000004,0.000035,0.000015,0.000191,0.000113
50,8,4,26,0.000130,0.000004,0.000036,0.000015,0.000190,0.000121
50,8,4,27,0.000139,0.000004,0.000035,0.000014,0.000191,0.000114
50,8,4,28,0.000131,0.000004,0.000036,0.000015,0.000190,0.000115
50,8,4,29,0.000131,0.000004,0.000035,0.000015,0.000191,0.000106
50,8,4,30,0.000131,0.000004,0.000035,0.000014,0.000220,0.000115
50,8,4,31,0.000133,0.000005,0.000036,0.000016,0.000196,0.000109
50,10,4,1,0.000138,0.000004,0.000043,0.000016,0.000224,0.000133
50,10,4,2,0.000137,0.000005,0.000036,0.000015,0.000220,0.000141
50,10,4,3,0.000143,0.000004,0.000035,0.000014,0.000221,0.000133
50,10,4,4,0.000136,0.000004,0.000035,0.000015,0.000221,0.000129
50,10,4,5,0.000136,0.000004,0.000035,0.000014,0.000226,0.000137
50,10,4,6,0.000134,0.000004,0.000036,0.000015,0.000221,0.000137
50,10,4,7,0.000133,0.000004,0.000035,0.000015,0.000224,0.000182
50,10,4,8,0.000138,0.000004,0.000035,0.000015,0.000220,0.000133
50,10,4,9,0.000138,0.000004,0.000035,0.000015,0.000221,0.000122
50,10,4,10,0.000159,0.000004,0.000035,0.000013,0.000221,0.000133
50,10,4,11,0.000134,0.000004,0.000035,0.000014,0.000220,0.000126
50,10,4,12,0.000135,0.000004,0.000035,0.000013,0.000234,0.000133
50,10,4,13,0.000135,0.000004,0.000037,0.000015,0.000219,0.000132
50,10,4,14,0.000135,0.000004,0.000035,0.000015,0.000221,0.000140
50,10,4,15,0.000134,0.000004,0.000059,0.000017,0.000218,0.000132
50,10,4,16,0.000134,0.000004,0.000036,0.000015,0.000219,0.000123
50,10,4,17,0.000142,0.000004,0.000035,0.000013,0.000218,0.000132
50,10,4,18,0.000137,0.000004,0.000035,0.000015,0.000219,0.000128
50,10,4,19,0.000135,0.000004,0.000035,0.000014,0.000228,0.000133
50,10,4,20,0.000134,0.000004,0.000035,0.000015,0.000220,0.000132
50,10,4,21,0.000133,0.000004,0.000035,0.000015,0.000223,0.000134
50,10,4,22,0.000143,0.000004,0.000036,0.000014,0.000221,0.000132
50,10,4,23,0.000134,0.000004,0.000035,0.000015,0.000221,0.000130
50,10,4,24,0.000134,0.000004,0.000035,0.000014,0.000233,0.000140
50,10,4,25,0.000134,0.000004,0.000037,0.000015,0.000223,0.000136
50,10,4,26,0.000134,0.000004,0.000035,0.000016,0.000234,0.000135
50,10,4,27,0.000139,0.000004,0.000036,0.000015,0.000225,0.000139
50,10,4,28,0.000135,0.000004,0.000035,0.000015,0.000221,0.000130
50,10,4,29,0.000141,0.000004,0.000035,0.000013,0.000220,0.000132
50,10,4,30,0.000134,0.000004,0.000035,0.000015,0.000222,0.000132
50,10,4,31,0.000136,0.000004,0.000035,0.000014,0.000234,0.000137
100,4,2,1,0.000126,0.000019,0.000052,0.000032,0.000147,0.000079
100,4,2,2,0.000125,0.000012,0.000051,0.000020,0.000141,0.000071
100,4,2,3,0.000124,0.000006,0.000050,0.000019,0.000148,0.000069
100,4,2,4,0.000131,0.000006,0.000050,0.000019,0.000142,0.000070
100,4,2,5,0.000127,0.000006,0.000058,0.000021,0.000140,0.000072
100,4,2,6,0.000124,0.000006,0.000051,0.000020,0.000139,0.000066
100,4,2,7,0.000124,0.000005,0.000050,0.000020,0.000138,0.000067
100,4,2,8,0.000123,0.000005,0.000050,0.000020,0.000137,0.000066
100,4,2,9,0.000123,0.000006,0.000050,0.000021,0.000138,0.000065
100,4,2,10,0.000124,0.000006,0.000050,0.000021,0.000137,0.000060
100,4,2,11,0.000123,0.000006,0.000050,0.000019,0.000136,0.000059
100,4,2,12,0.000123,0.000006,0.000050,0.000019,0.000148,0.000066
100,4,2,13,0.000125,0.000006,0.000049,0.000019,0.000145,0.000066
100,4,2,14,0.000131,0.000006,0.000049,0.000019,0.000139,0.000067
100,4,2,15,0.000125,0.000006,0.000053,0.000021,0.000140,0.000066
100,4,2,16,0.000124,0.000006,0.000051,0.000021,0.000137,0.000066
100,4,2,17,0.000124,0.000006,0.000050,0.000020,0.000137,0.000067
100,4,2,18,0.000123,0.000006,0.000050,0.000020,0.000138,0.000068
100,4,2,19,0.000124,0.000006,0.000050,0.000020,0.000137,0.000063
100,4,2,20,0.000124,0.000006,0.000050,0.000019,0.000137,0.000059
100,4,2,21,0.000123,0.000006,0.000049,0.000019,0.000136,0.000074
100,4,2,22,0.000124,0.000006,0.000050,0.000019,0.000146,0.000067
100,4,2,23,0.000130,0.000006,0.000049,0.000019,0.000139,0.000067
100,4,2,24,0.000124,0.000006,0.000056,0.000021,0.000138,0.000068
100,4,2,25,0.000124,0.000006,0.000051,0.000020,0.000137,0.000067
100,4,2,26,0.000123,0.000006,0.000050,0.000020,0.000137,0.000067
100,4,2,27,0.000124,0.000006,0.000050,0.000020,0.000137,0.000068
100,4,2,28,0.000124,0.000006,0.000050,0.000020,0.000135,0.000067
100,4,2,29,0.000123,0.000006,0.000052,0.000020,0.000136,0.000061
100,4,2,30,0.000123,0.000006,0.000049,0.000019,0.000136,0.000060
100,4,2,31,0.000124,0.000006,0.000049,0.000019,0.000143,0.000068
100,8,4,1,0.000235,0.000006,0.000052,0.000022,0.000224,0.000120
100,8,4,2,0.000236,0.000006,0.000059,0.000021,0.000221,0.000122
100,8,4,3,0.000236,0.000006,0.000050,0.000020,0.000230,0.000120
100,8,4,4,0.000235,0.000006,0.000052,0.000021,0.000223,0.000121
100,8,4,5,0.000235,0.000006,0.000057,0.000021,0.000219,0.000120
100,8,4,6,0.000234,0.000006,0.000050,0.000021,0.000228,0.000122
100,8,4,7,0.000234,0.000006,0.000052,0.000021,0.000220,0.000122
100,8,4,8,0.000243,0.000006,0.000051,0.000019,0.000223,0.000120
100,8,4,9,0.000234,0.000006,0.000051,0.000021,0.000231,0.000120
100,8,4,10,0.000234,0.000006,0.000051,0.000020,0.000219,0.000120
100,8,4,11,0.000240,0.000006,0.000051,0.000019,0.000221,0.000122
100,8,4,12,0.000235,0.000006,0.000050,0.000021,0.000220,0.000130
100,8,4,13,0.000233,0.000006,0.000051,0.000021,0.000221,0.000120
100,8,4,14,0.000251,0.000006,0.000051,0.000019,0.000220,0.000120
100,8,4,15,0.000233,0.000006,0.000050,0.000021,0.000220,0.000128
100,8,4,16,0.000234,0.000006,0.000051,0.000021,0.000218,0.000122
100,8,4,17,0.000238,0.000006,0.000050,0.000021,0.000232,0.000120
100,8,4,18,0.000235,0.000006,0.000051,0.000020,0.000221,0.000120
100,8,4,19,0.000234,0.000006,0.000050,0.000028,0.000221,0.000119
100,8,4,20,0.000234,0.000006,0.000050,0.000020,0.000229,0.000121
100,8,4,21,0.000234,0.000009,0.000051,0.000020,0.000219,0.000121
100,8,4,22,0.000240,0.000006,0.000050,0.000019,0.000222,0.000120
100,8,4,23,0.000234,0.000006,0.000050,0.000022,0.000230,0.000120
100,8,4,24,0.000233,0.000006,0.000051,0.000021,0.000220,0.000120
100,8,4,25,0.000240,0.000006,0.000050,0.000019,0.000219,0.000121
100,8,4,26,0.000236,0.000006,0.000050,0.000021,0.000224,0.000127
100,8,4,27,0.000234,0.000006,0.000051,0.000021,0.000224,0.000121
100,8,4,28,0.000242,0.000006,0.000050,0.000021,0.000220,0.000119
100,8,4,29,0.000233,0.000006,0.000051,0.000021,0.000218,0.000129
100,8,4,30,0.000234,0.000006,0.000051,0.000020,0.000220,0.000122
100,8,4,31,0.000234,0.000006,0.000050,0.000021,0.000232,0.000121
100,10,4,1,0.000239,0.000007,0.000053,0.000021,0.000247,0.000137
100,10,4,2,0.000238,0.000006,0.000051,0.000020,0.000246,0.000139
100,10,4,3,0.000242,0.000006,0.000051,0.000021,0.000241,0.000137
100,10,4,4,0.000237,0.000006,0.000059,0.000022,0.000240,0.000140
100,10,4,5,0.000246,0.000006,0.000050,0.000021,0.000242,0.000137
100,10,4,6,0.000237,0.000006,0.000050,0.000021,0.000245,0.000136
100,10,4,7,0.000237,0.000006,0.000051,0.000020,0.000239,0.000139
100,10,4,8,0.000237,0.000006,0.000050,0.000021,0.000239,0.000136
100,10,4,9,0.000269,0.000006,0.000051,0.000019,0.000240,0.000138
100,10,4,10,0.000237,0.000006,0.000052,0.000021,0.000249,0.000137
100,10,4,11,0.000237,0.000006,0.000052,0.000021,0.000241,0.000143
100,10,4,12,0.000241,0.000006,0.000051,0.000021,0.000237,0.000138
100,10,4,13,0.000243,0.000006,0.000050,0.000019,0.000241,0.000136
100,10,4,14,0.000238,0.000006,0.000050,0.000020,0.000244,0.000138
100,10,4,15,0.000236,0.000006,0.000050,0.000020,0.000241,0.000145
100,10,4,16,0.000237,0.000006,0.000055,0.000022,0.000241,0.000146
100,10,4,17,0.000237,0.000006,0.000051,0.000021,0.000239,0.000139
100,10,4,18,0.000238,0.000006,0.000051,0.000019,0.000243,0.000137
100,10,4,19,0.000244,0.000006,0.000050,0.000020,0.000240,0.000139
100,10,4,20,0.000236,0.000006,0.000050,0.000020,0.000247,0.000137
100,10,4,21,0.000238,0.000006,0.000051,0.000021,0.000238,0.000138
100,10,4,22,0.000236,0.000006,0.000059,0.000021,0.000239,0.000136
100,10,4,23,0.000244,0.000006,0.000050,0.000020,0.000240,0.000136
100,10,4,24,0.000238,0.000006,0.000050,0.000020,0.000249,0.000138
100,10,4,25,0.000237,0.000006,0.000051,0.000021,0.000241,0.000136
100,10,4,26,0.000238,0.000006,0.000052,0.000021,0.000238,0.000138
100,10,4,27,0.000244,0.000006,0.000050,0.000019,0.000242,0.000137
100,10,4,28,0.000238,0.000006,0.000050,0.000023,0.000248,0.000136
100,10,4,29,0.000238,0.000006,0.000052,0.000021,0.000238,0.000147
100,10,4,30,0.000240,0.000006,0.000054,0.000021,0.000241,0.000136
100,10,4,31,0.000253,0.000006,0.000051,0.000019,0.000239,0.000137
500,4,2,1,0.000729,0.000215,0.000196,0.000231,0.000363,0.000367
500,4,2,2,0.000550,0.000022,0.000189,0.000049,0.000375,0.000128
500,4,2,3,0.000556,0.000205,0.000180,0.000048,0.000328,0.000114
500,4,2,4,0.000559,0.000020,0.000175,0.000051,0.000330,0.000113
500,4,2,5,0.000549,0.000020,0.000173,0.000050,0.000327,0.000110
500,4,2,6,0.000553,0.000020,0.000171,0.000046,0.000320,0.000111
500,4,2,7,0.000547,0.000020,0.000176,0.000046,0.000320,0.000113
500,4,2,8,0.000556,0.000020,0.000172,0.000045,0.000323,0.000107
500,4,2,9,0.000548,0.000020,0.000178,0.000046,0.000320,0.000116
500,4,2,10,0.000554,0.000045,0.000174,0.000046,0.000321,0.000107
500,4,2,11,0.000548,0.000020,0.000177,0.000047,0.000329,0.000107
500,4,2,12,0.000553,0.000020,0.000173,0.000046,0.000323,0.000107
500,4,2,13,0.000549,0.000020,0.000172,0.000046,0.000329,0.000106
500,4,2,14,0.000552,0.000020,0.000170,0.000045,0.000322,0.000106
500,4,2,15,0.000547,0.000020,0.000171,0.000046,0.000327,0.000108
500,4,2,16,0.000554,0.000020,0.000171,0.000046,0.000321,0.000107
500,4,2,17,0.000547,0.000020,0.000171,0.000046,0.000329,0.000107
500,4,2,18,0.000554,0.000020,0.000169,0.000044,0.000321,0.000107
500,4,2,19,0.000547,0.000020,0.000174,0.000046,0.000330,0.000107
500,4,2,20,0.000554,0.000020,0.000170,0.000045,0.000322,0.000107
500,4,2,21,0.000549,0.000020,0.000170,0.000044,0.000326,0.000106
500,4,2,22,0.000553,0.000094,0.000170,0.000045,0.000321,0.000106
